ProdTaken,catboost_prediction,fold
1,0.7218936896394289,7.0
0,0.15426343893169647,1.0
1,0.11216717689340334,2.0
0,0.06543541521984297,4.0
1,0.4664762589390047,4.0
0,0.6567419862881262,3.0
0,0.444950027931416,6.0
0,0.2871737701357687,3.0
1,0.44665301497449034,3.0
0,0.17926046325399042,5.0
0,0.027450237500388996,4.0
0,0.04387693964854283,3.0
0,0.06051560228693124,3.0
0,0.0524300176064511,6.0
1,0.3475747599189745,4.0
1,0.3617513381750273,6.0
1,0.7562927437956801,3.0
1,0.046841673145206125,1.0
0,0.34681904329323854,2.0
0,0.5081700787791789,2.0
0,0.028033544034959796,5.0
0,0.2176195429570841,5.0
1,0.2408815473520482,5.0
0,0.12900246451456496,5.0
0,0.32720162576603384,7.0
0,0.07897055170055041,2.0
0,0.0744135542706183,3.0
0,0.02407400118974721,6.0
0,0.02194759885193026,4.0
1,0.7075585555239005,1.0
0,0.11956954054441614,4.0
0,0.11995089611417685,6.0
0,0.20615926452741287,4.0
0,0.22227790585317678,3.0
0,0.7257638024617159,7.0
1,0.8538363471538694,2.0
0,0.16846744680322673,7.0
0,0.03693353970578607,1.0
0,0.020048594412828854,1.0
0,0.030429339913363194,3.0
1,0.11295303128383782,4.0
1,0.3985462077348408,5.0
0,0.07354931596676971,3.0
0,0.4476396338265065,6.0
0,0.019519537104679435,1.0
0,0.06719089378161427,5.0
0,0.0909467007583057,7.0
0,0.09361716049257296,6.0
1,0.10093198571356272,3.0
0,0.1430309908538802,3.0
0,0.25766203782866304,2.0
0,0.052149145266792145,1.0
0,0.03487957189771844,1.0
0,0.07925873233390034,3.0
0,0.007719887169949916,7.0
0,0.04687414365573478,7.0
0,0.3143654953296261,7.0
1,0.2183596884421815,2.0
0,0.0811191129999978,1.0
1,0.9231178390986137,6.0
0,0.3395522701585695,3.0
1,0.7688283700920846,7.0
0,0.08199366529215524,4.0
0,0.1159517801786489,2.0
0,0.04650412127290389,6.0
0,0.021145884497196232,6.0
0,0.06950255078144842,4.0
0,0.038864309392218126,1.0
0,0.6013562006532411,7.0
0,0.26905018280627563,2.0
1,0.24579319333455932,1.0
0,0.03161764018313504,5.0
0,0.04474623286122362,1.0
0,0.26699532061209547,7.0
1,0.5679737188889034,2.0
0,0.21364397487632175,5.0
0,0.10699979619034725,6.0
0,0.1606297116928672,3.0
0,0.1682399539982246,7.0
0,0.029405279705632476,7.0
0,0.055575984559489804,7.0
0,0.07458193723271071,3.0
0,0.026382871227454394,2.0
0,0.016959674025641008,7.0
1,0.6921787893477324,7.0
0,0.3446792158855477,5.0
1,0.672821752045869,4.0
0,0.03915806301172084,7.0
0,0.23058323388114055,1.0
0,0.3194070300590181,3.0
1,0.6126412616248404,5.0
0,0.581484173939693,2.0
0,0.43631507022586946,2.0
0,0.2617719930078168,4.0
0,0.35052247957385285,4.0
0,0.033540469329818336,1.0
1,0.09427378488441407,7.0
1,0.3158879523575485,2.0
1,0.44861367663202634,1.0
0,0.2087520385328459,7.0
1,0.5640006349686746,2.0
1,0.8584161951054236,6.0
1,0.5350133215481948,7.0
1,0.4221907035314394,2.0
1,0.5112305611924468,1.0
0,0.15765800106215883,1.0
0,0.10663869189011421,3.0
1,0.4239269929278614,7.0
1,0.9002200656446254,2.0
0,0.026481879593995946,1.0
0,0.3187588992693057,2.0
1,0.29159780759238046,2.0
0,0.035234714842636454,1.0
0,0.12559661451668008,3.0
0,0.04609354200548299,2.0
0,0.04915915920670317,4.0
0,0.026851177693340843,1.0
0,0.0826351141149868,2.0
0,0.13989004125648274,1.0
0,0.31682455902385814,4.0
0,0.5361482371642695,3.0
1,0.34734426961046794,1.0
0,0.33411539512596244,7.0
0,0.3525680076739294,3.0
1,0.9365683484021858,5.0
0,0.35578618839898846,2.0
0,0.2068680838724124,5.0
0,0.18367045979228458,7.0
1,0.16403995412106814,2.0
0,0.057790117317826316,5.0
0,0.10504382428274076,1.0
0,0.019733749141912033,4.0
1,0.3596610466864134,3.0
0,0.06898531568350773,4.0
0,0.06619467568144197,6.0
0,0.04648586540311991,6.0
0,0.07407369707795475,6.0
0,0.06260040473513129,2.0
0,0.4063437342400598,1.0
0,0.2825516460936552,6.0
0,0.028882565688649102,3.0
0,0.017697206753989364,7.0
0,0.2861473774967747,2.0
0,0.6818270095098761,2.0
1,0.5899574985454256,3.0
1,0.26428717898045134,7.0
0,0.2773096964294705,4.0
0,0.1704526753388858,5.0
0,0.4029157580130242,6.0
0,0.08798174083003939,1.0
0,0.08260529316980197,1.0
0,0.06141881072283293,5.0
0,0.03139607953004719,3.0
0,0.021657075801380918,1.0
0,0.48971679398955037,3.0
0,0.08697066293459169,3.0
0,0.033068715568579606,6.0
0,0.3410238465916816,3.0
0,0.47089484037080687,1.0
1,0.7976852987214842,5.0
0,0.04518114811634694,7.0
0,0.036801018300873144,6.0
0,0.4377894207765828,2.0
0,0.3339145543111908,6.0
0,0.10648809854271661,3.0
1,0.8582454391040727,3.0
0,0.4271404437356843,7.0
0,0.05554410683703461,3.0
1,0.17427155462136223,7.0
1,0.5157022195518182,1.0
0,0.06478466730174028,5.0
0,0.10759370864086379,3.0
1,0.5665484263819577,5.0
0,0.15222499332943748,4.0
0,0.05113121117675029,1.0
0,0.02513567944935381,4.0
0,0.3525680076739294,3.0
1,0.5972986151646038,1.0
0,0.06836002239983961,2.0
0,0.48926618938197736,1.0
1,0.6039142541806701,1.0
0,0.1227683221279192,7.0
1,0.2770140572168272,5.0
1,0.5335717661320702,3.0
1,0.2158605519548065,2.0
1,0.5639837886303714,5.0
1,0.43878042799578243,4.0
0,0.09701640494400854,5.0
1,0.712079189160534,7.0
0,0.22986406405535928,3.0
1,0.1978395809959196,6.0
1,0.4695429465972409,2.0
0,0.15291456964302555,5.0
0,0.042019646532640925,4.0
0,0.03333209551047524,7.0
0,0.25855057632712314,4.0
0,0.31596061907870976,6.0
0,0.04159557076651948,4.0
0,0.047949347699657564,2.0
0,0.051340539866532635,4.0
0,0.04236152188808858,1.0
0,0.1373146476251066,1.0
0,0.23832511691139183,7.0
0,0.1216141342527962,7.0
0,0.10413544324730613,3.0
0,0.027134726041271064,6.0
0,0.04588658974920857,1.0
0,0.027272402899782045,7.0
1,0.6135017826170389,1.0
0,0.13105724989532358,2.0
0,0.49979695174492167,3.0
0,0.04860114301622386,1.0
0,0.10636520709726618,4.0
0,0.12736506733677622,3.0
0,0.10859171002631983,1.0
0,0.02690640937053002,7.0
0,0.04034534337254422,6.0
0,0.0428727138115361,1.0
0,0.04063320891094324,6.0
1,0.2404752033313753,6.0
0,0.12833050477755656,7.0
0,0.22510585319226883,6.0
0,0.5368868321289544,4.0
1,0.7436980844154106,6.0
1,0.7761344002069329,7.0
0,0.030623908849703,6.0
0,0.1074004858757846,1.0
0,0.06582430733763099,1.0
0,0.08482555537843205,4.0
0,0.1116144668758362,5.0
0,0.04098071267139166,3.0
0,0.1445517843928738,3.0
0,0.030302193567794785,2.0
0,0.04746964352314743,4.0
0,0.05979614141736501,6.0
0,0.07868050728441786,3.0
0,0.2343091033181891,1.0
0,0.045627565079671945,1.0
0,0.07346879791820642,7.0
0,0.010155830712231653,3.0
0,0.30832192604614367,7.0
0,0.10796998021380834,6.0
0,0.15004234743505185,5.0
0,0.05378994255324929,4.0
0,0.08395884455748646,3.0
0,0.01553462355216999,6.0
0,0.049734930351155324,3.0
0,0.032072495083421484,5.0
0,0.04934630426101574,6.0
0,0.06873100609834173,1.0
0,0.006192485961861787,6.0
0,0.15646565700041407,4.0
1,0.6624315891460129,6.0
0,0.07466609873970848,4.0
0,0.5814934280425978,6.0
0,0.045095200058787546,1.0
0,0.024175084563908315,7.0
0,0.11076732406291565,2.0
0,0.07833118651345795,6.0
0,0.08751274669285779,2.0
0,0.04851513615869527,2.0
0,0.04561641501112594,2.0
0,0.18082459842585089,7.0
0,0.16853014056912535,4.0
0,0.10010882527696965,1.0
0,0.028348623704858262,6.0
1,0.2597951692783055,4.0
1,0.45685629131218003,6.0
0,0.0678312517602297,4.0
0,0.02661078020723375,6.0
0,0.014741228688170252,4.0
