ProdTaken,catboost_prediction,fold
1,0.6545388934788023,4.0
0,0.11396001644624891,3.0
1,0.14493089519873956,2.0
0,0.044990183372354144,6.0
1,0.5520590873141452,5.0
0,0.7285027490932596,6.0
0,0.24081056757151803,6.0
0,0.3007451011449327,3.0
1,0.5171350822878179,2.0
0,0.2290360922266499,2.0
0,0.024484917967867257,2.0
0,0.03262287166469223,2.0
0,0.03455889970566563,1.0
0,0.033454167485014015,7.0
1,0.28898421628798104,1.0
1,0.4389223513397773,7.0
1,0.7532788826211582,4.0
1,0.041131784404061164,6.0
0,0.17516714392541452,3.0
0,0.35543444568518534,2.0
0,0.02377802530711287,3.0
0,0.18003542770859643,6.0
1,0.17034528923419195,3.0
0,0.09269265254404661,7.0
0,0.3487465354464061,2.0
0,0.057626886956887724,1.0
0,0.03756925856713983,7.0
0,0.016324733297157435,7.0
0,0.00927325035663861,7.0
1,0.7335403342006399,3.0
0,0.09514680098545686,4.0
0,0.17235108945235061,5.0
0,0.28957687940043636,3.0
0,0.17742522349891351,7.0
0,0.6052111250378382,6.0
1,0.8981158153225985,4.0
0,0.1586605521641537,1.0
0,0.04061070187857246,5.0
0,0.012863632901378638,4.0
0,0.021794983901387885,3.0
1,0.13854410674059908,7.0
1,0.46024687176638873,6.0
0,0.08037957733973977,1.0
0,0.28915461343498844,5.0
0,0.01715513632928209,3.0
0,0.04251920822642586,7.0
0,0.13438315626235892,5.0
0,0.08474643488598864,1.0
1,0.18030580223557002,7.0
0,0.06477456923231072,3.0
0,0.24834476343189718,2.0
0,0.028148202047386425,7.0
0,0.031064185713419925,7.0
0,0.06342601027774371,6.0
0,0.00968031695094833,6.0
0,0.04110848400066467,5.0
0,0.28570439013001514,4.0
1,0.2305398741620905,3.0
0,0.0656668552867775,1.0
1,0.9192482237166941,2.0
0,0.2460705247536922,5.0
1,0.7523728480526775,5.0
0,0.13943339233628607,4.0
0,0.10800223089501708,6.0
0,0.06091352985369446,7.0
0,0.021665849064636,2.0
0,0.0781422367890847,7.0
0,0.026810197937501563,6.0
0,0.5988474139955966,2.0
0,0.18495561361369847,4.0
1,0.22377086147581146,5.0
0,0.0192478446847519,5.0
0,0.04754371028103838,6.0
0,0.19350550757711737,2.0
1,0.5730011386562606,4.0
0,0.23383274278296978,7.0
0,0.12951413832166964,7.0
0,0.15840523601869838,2.0
0,0.23263266378198388,2.0
0,0.02054649801141323,7.0
0,0.13537577419847288,1.0
0,0.06092966584219348,5.0
0,0.040748051158772204,6.0
0,0.016946785491914536,5.0
1,0.7019451834069061,5.0
0,0.38180884534708653,3.0
1,0.6330407569809589,3.0
0,0.05057988766717659,1.0
0,0.19436209001722013,1.0
0,0.24268261915518297,3.0
1,0.433861843087192,1.0
0,0.5699210209591521,5.0
0,0.29797562516862997,5.0
0,0.35473745451618754,7.0
0,0.3207483092872155,4.0
0,0.020834616351595284,2.0
1,0.10573079793111907,6.0
1,0.3269148610430493,6.0
1,0.44413160245775224,7.0
0,0.20703539369964455,3.0
1,0.5550342290946839,3.0
1,0.9196811689429538,7.0
1,0.550615564882879,3.0
1,0.47444539410157344,2.0
1,0.5692083692284308,6.0
0,0.18925421235110018,3.0
0,0.1561194816194694,5.0
1,0.4427052681512791,7.0
1,0.9360147033864636,3.0
0,0.016766415985017123,7.0
0,0.22913011746441178,3.0
1,0.3854721881302984,3.0
0,0.02790819356599529,6.0
0,0.11996633179426444,1.0
0,0.039891116911517144,5.0
0,0.09102153603996932,7.0
0,0.04043586835086932,7.0
0,0.14872390511749378,3.0
0,0.2200482168897796,2.0
0,0.3153967686178717,7.0
0,0.2793548822135115,1.0
1,0.4298755867735241,3.0
0,0.34900989143085853,2.0
0,0.44186091116159837,3.0
1,0.8745411083277802,1.0
0,0.2538545427044623,6.0
0,0.24410227949445126,1.0
0,0.16168600018475623,1.0
1,0.17184268617863346,2.0
0,0.03469238932552554,5.0
0,0.10597081757866907,1.0
0,0.01939055722610494,5.0
1,0.34777322411885986,4.0
0,0.13090825956973814,7.0
0,0.08825787531266172,4.0
0,0.050515289351676235,2.0
0,0.07529037421287914,4.0
0,0.14134833179880127,5.0
0,0.34006811060813047,2.0
0,0.3189728067015599,2.0
0,0.01812982095342418,6.0
0,0.018438128021311725,4.0
0,0.1187372503836908,2.0
0,0.6699442101568365,1.0
1,0.7300178398705163,1.0
1,0.3205775942706556,3.0
0,0.3642162138349896,2.0
0,0.17339336275487305,4.0
0,0.36768786942225784,6.0
0,0.053330492333997066,6.0
0,0.04237105499924474,4.0
0,0.025607944095207988,7.0
0,0.011316650098186613,4.0
0,0.010609811305850482,1.0
0,0.5741153889110779,3.0
0,0.0837630482819846,2.0
0,0.043609535131195615,5.0
0,0.27882007001223424,3.0
0,0.43701566848375456,6.0
1,0.8801353667836709,5.0
0,0.0364683427021687,5.0
0,0.02835254654274979,6.0
0,0.40945281310692166,1.0
0,0.4644613510680862,4.0
0,0.13829596503350863,3.0
1,0.8805365297621645,2.0
0,0.459620214959624,1.0
0,0.023285306739002285,6.0
1,0.17547412285391667,2.0
1,0.6002189110293781,1.0
0,0.04934885194630875,7.0
0,0.07956534469780155,5.0
1,0.3325311098195182,5.0
0,0.2283708512411304,3.0
0,0.052200955279309055,6.0
0,0.005903729024444025,5.0
0,0.5368890855503435,4.0
1,0.722221383636025,2.0
0,0.1728481589708297,4.0
0,0.43167138847020686,1.0
1,0.6403705767958303,5.0
0,0.1611661107560568,2.0
1,0.2004635043594954,7.0
1,0.627604169365166,5.0
1,0.23022274806876214,3.0
1,0.4599220754046767,7.0
1,0.5360410226529048,5.0
0,0.14251453163125868,1.0
1,0.6573469979544838,6.0
0,0.2986759636205924,1.0
1,0.25900346652436446,3.0
1,0.4984728831536471,2.0
0,0.21945119842217806,3.0
0,0.04319151440362481,5.0
0,0.02845895139605649,3.0
0,0.31935260439948315,4.0
0,0.36783293795673294,5.0
0,0.04151033929301958,1.0
0,0.08224816940911978,3.0
0,0.0744115100351156,7.0
0,0.04247474158037644,6.0
0,0.1158962601993282,1.0
0,0.21205324032320697,5.0
0,0.14493089519873956,2.0
0,0.12892765149095012,2.0
0,0.021524296937411033,6.0
0,0.053957382865135024,6.0
0,0.029579128646563972,6.0
1,0.668726165908392,2.0
0,0.13689665669217047,6.0
0,0.5966245443968697,2.0
0,0.03698665085013375,1.0
0,0.1016972272357812,7.0
0,0.15752796779989212,3.0
0,0.09805380423136043,1.0
0,0.029116377601592826,7.0
0,0.06349383489738195,4.0
0,0.03637344245565067,2.0
0,0.07458807152614232,2.0
1,0.21444452377983916,1.0
0,0.12810350304791515,2.0
0,0.3161343830568454,5.0
0,0.5883490009160532,7.0
1,0.7149734269096367,5.0
1,0.8781994256805128,4.0
0,0.036167120658343745,4.0
0,0.10032882548952526,3.0
0,0.04503424327738816,5.0
0,0.0739871246521248,7.0
0,0.08578090700876446,3.0
0,0.032365916366243246,6.0
0,0.11301238027437174,5.0
0,0.034566138410994436,6.0
0,0.08325672900851139,1.0
0,0.036694061585744606,6.0
0,0.04731295767890284,4.0
0,0.37040124157008847,1.0
0,0.037860632559508396,3.0
0,0.04532169075419649,1.0
0,0.0035539525824797562,7.0
0,0.3104855113622888,3.0
0,0.1032650397098853,3.0
0,0.15714005115711058,7.0
0,0.04876703140528661,7.0
0,0.10285449956968028,2.0
0,0.01004679014863381,5.0
0,0.040138576674737074,2.0
0,0.019680930576917322,2.0
0,0.02593191387421946,7.0
0,0.06654711223274505,6.0
0,0.00690947232750561,1.0
0,0.18007907136728565,5.0
1,0.5174435724537445,7.0
0,0.04861544343418615,3.0
0,0.529857251620579,2.0
0,0.07250685292617322,5.0
0,0.02071413314438509,1.0
0,0.12200089406462637,2.0
0,0.0908329465693476,3.0
0,0.08603751897078359,1.0
0,0.05404338276040628,5.0
0,0.030661549450446083,4.0
0,0.19448321016644793,4.0
0,0.17408374322632686,3.0
0,0.11974787373976715,3.0
0,0.033879486155667216,4.0
1,0.3481293318447353,6.0
1,0.474958433611203,1.0
0,0.07322381362403597,6.0
0,0.03622491861021445,3.0
0,0.010684121258609831,7.0
0,0.09445823119370815,4.0
0,0.6519536407183681,3.0
0,0.10954521640309119,1.0
0,0.019750272110817525,6.0
1,0.21219525944367462,7.0
0,0.025286395229684025,5.0
1,0.60710893800073,7.0
0,0.11143294532777748,2.0
0,0.028305847160787677,6.0
0,0.022905038718876166,2.0
0,0.35153718786750815,4.0
0,0.04366918268520945,4.0
0,0.0421657621748407,4.0
