ProdTaken,catboost_prediction,fold
1,0.6593884493964699,3.0
0,0.10771028480967441,5.0
1,0.1249729061024207,1.0
0,0.06493636623351784,3.0
1,0.44828346238297834,4.0
0,0.7585639082616293,7.0
0,0.26422527958631864,5.0
0,0.30039646062496245,4.0
1,0.567920248007761,6.0
0,0.07443411822791435,4.0
0,0.030147388136047358,3.0
0,0.03431316813962452,7.0
0,0.040491226357400135,5.0
0,0.04956565574953675,7.0
1,0.2471867704351744,4.0
1,0.423246256095243,6.0
1,0.7737790205951605,3.0
1,0.027772351777285965,4.0
0,0.25975006399108014,1.0
0,0.36139609132096195,2.0
0,0.028625052871214106,3.0
0,0.1886590922899642,1.0
1,0.13024516630368693,6.0
0,0.10137638394438782,6.0
0,0.36088076154160875,6.0
0,0.04317609520313415,6.0
0,0.04384417105472318,6.0
0,0.01110299343547493,5.0
0,0.010247456942307725,5.0
1,0.6308591697588434,2.0
0,0.104105253092128,2.0
0,0.18117855277533698,3.0
0,0.33561096872521223,5.0
0,0.2188893396503789,2.0
0,0.6156256297309961,2.0
1,0.9126471123253151,7.0
0,0.1234313346430413,6.0
0,0.04429089515268229,6.0
0,0.015301666617319338,3.0
0,0.027006218094129765,2.0
1,0.09771096768862317,2.0
1,0.44974172019553776,7.0
0,0.08964694344483506,4.0
0,0.3206901135478193,4.0
0,0.021789661852815133,7.0
0,0.048720646505331484,5.0
0,0.16778305385783354,5.0
0,0.0731871285115417,6.0
1,0.14725521446008638,1.0
0,0.09712095276829785,2.0
0,0.2691305172736363,2.0
0,0.0402112369435813,7.0
0,0.023768140893939044,4.0
0,0.09212651220873945,3.0
0,0.009527700909145438,1.0
0,0.03854488130503592,5.0
0,0.313516545449395,4.0
1,0.24999230205957995,4.0
0,0.057906927891606855,3.0
1,0.8880587609077287,2.0
0,0.33458173220250803,2.0
1,0.7725183124576653,1.0
0,0.09311173399888448,1.0
0,0.11511357020883904,7.0
0,0.03371064449732575,3.0
0,0.03756724609018379,2.0
0,0.07769159100670944,2.0
0,0.029385578896710167,1.0
0,0.5457217208177414,1.0
0,0.28397093480334695,4.0
1,0.22507273687956988,2.0
0,0.02507707205739661,1.0
0,0.039150372092004164,7.0
0,0.2520215973687098,4.0
1,0.5948764111428114,7.0
0,0.26105533532604547,6.0
0,0.12788339728053283,3.0
0,0.16054980046923073,2.0
0,0.10073076935396418,2.0
0,0.026006802974640947,1.0
0,0.08559262938122088,3.0
0,0.07719785216828084,7.0
0,0.03697921216025687,2.0
0,0.0157376780957766,4.0
1,0.678389432344921,1.0
0,0.34588234401617113,3.0
1,0.6344030465547207,3.0
0,0.03879669282214961,3.0
0,0.2038246844456147,7.0
0,0.21271546524103999,6.0
1,0.40809723430525285,6.0
0,0.6246755684165886,1.0
0,0.25494296723188,3.0
0,0.3342708789703269,6.0
0,0.27701229491434903,6.0
0,0.011078247129124273,4.0
1,0.08100480628157218,3.0
1,0.37261456101112733,4.0
1,0.4393505416045389,6.0
0,0.20750720503114903,2.0
1,0.6128501246671233,5.0
1,0.9429987949390665,5.0
1,0.5509168451053468,3.0
1,0.4835367922781349,2.0
1,0.47954978972388146,5.0
0,0.12927574652048376,1.0
0,0.1298131603481205,2.0
1,0.35292004348139927,2.0
1,0.9193642528829005,3.0
0,0.01724463076446739,1.0
0,0.39242918092462964,5.0
1,0.30473932382334196,1.0
0,0.030249570116485342,5.0
0,0.13027201336570376,6.0
0,0.03968753817683628,3.0
0,0.07820880718447301,1.0
0,0.03677198677454213,5.0
0,0.10513903842123601,4.0
0,0.24495736282890052,3.0
0,0.3503187885804351,6.0
0,0.604087127570607,7.0
1,0.4508541148129054,7.0
0,0.3046195918650772,6.0
0,0.3328161819681013,1.0
1,0.907736144774947,6.0
0,0.24332336924973272,4.0
