ProdTaken,catboost_prediction,fold
1,0.6977182385785659,7.0
0,0.10167462241324489,5.0
1,0.15332902228064307,3.0
0,0.04812054012857704,7.0
1,0.5066519626282484,5.0
0,0.7251198603594233,2.0
0,0.3045608031248727,3.0
0,0.2943931123218599,1.0
1,0.4882839597685765,4.0
0,0.08023971859770927,3.0
0,0.02560997596371099,4.0
0,0.04029551963340365,1.0
0,0.06412373176835422,5.0
0,0.04670591859729877,4.0
1,0.2803720956129991,1.0
1,0.4496310243607014,2.0
1,0.7431976609183342,4.0
1,0.02558072027279699,2.0
0,0.3000435411416573,2.0
0,0.37781493741422134,1.0
0,0.026516819681981524,2.0
0,0.13730612725152774,6.0
1,0.12397969218732052,5.0
0,0.08488976170568394,5.0
0,0.3455075653569826,1.0
0,0.07378748981241737,6.0
0,0.033623290018711144,6.0
0,0.01870066586517982,3.0
0,0.01973688338468127,7.0
1,0.7095055006575692,2.0
0,0.10981513607734646,7.0
0,0.16157544011699074,7.0
0,0.27343300687022126,5.0
0,0.16544685178269217,5.0
0,0.6650376266535395,2.0
1,0.8981066766992575,2.0
0,0.1744246209780052,3.0
0,0.045513769833283986,6.0
0,0.010104922361661375,5.0
0,0.03170180961472972,5.0
1,0.15912235158379032,5.0
1,0.33960425084564744,6.0
0,0.09752871133585755,1.0
0,0.31504062127245674,2.0
0,0.01985102217847936,1.0
0,0.05793633210743065,1.0
0,0.13066463136185535,6.0
0,0.1084977536667816,7.0
1,0.18150880124080637,5.0
0,0.07181001797096032,7.0
0,0.29665136095023387,5.0
0,0.040209845372618146,2.0
0,0.03284874458389707,1.0
0,0.13012078627014878,3.0
0,0.004991562610114899,3.0
0,0.05073948522428759,7.0
0,0.4077158686702121,3.0
1,0.22129414508863837,3.0
0,0.03871292049577456,5.0
1,0.9279711418114824,5.0
0,0.2685313466517278,7.0
1,0.693630624195102,2.0
0,0.09910518804805289,7.0
0,0.09314232955089992,7.0
0,0.055654773292487414,5.0
0,0.026334880222050383,2.0
0,0.054804335729382286,2.0
0,0.03222222275263359,4.0
0,0.5379606359096879,6.0
0,0.20378273129956778,5.0
1,0.29222995258837947,4.0
0,0.025172017889381754,2.0
0,0.03508748551800625,4.0
0,0.24966827850728565,3.0
1,0.7314706863928863,3.0
0,0.2118603804877895,1.0
0,0.12076628266473084,5.0
0,0.1391156374901802,5.0
0,0.17627688135257918,5.0
0,0.01783428148563929,5.0
0,0.11580336386874443,5.0
0,0.09561742109344207,1.0
0,0.020376443962367766,3.0
0,0.02220658031141159,4.0
1,0.596495902979006,6.0
0,0.3768051488974618,3.0
1,0.6308658366304253,5.0
0,0.02524394620365692,6.0
0,0.25490981034926896,4.0
0,0.22092789901280807,6.0
1,0.4621152445890066,2.0
0,0.5594276726297331,2.0
0,0.2528953915260072,5.0
0,0.30863417364511964,2.0
0,0.3641817202358245,4.0
0,0.015673824630455902,7.0
1,0.13240724778350263,7.0
1,0.3037681709741353,7.0
1,0.4235506731823043,1.0
0,0.23917954606478928,4.0
1,0.6323369914114938,1.0
1,0.9066468770578026,5.0
1,0.5693529930608949,7.0
1,0.4104882662110589,2.0
1,0.6540699081476601,3.0
0,0.1955283150245328,1.0
0,0.13809966479905678,3.0
1,0.4246140687694005,5.0
1,0.9405434461688467,3.0
0,0.014664507107874983,5.0
0,0.3254143631126718,4.0
1,0.32556701252308257,1.0
0,0.02743772217132022,5.0
0,0.12983126055623337,3.0
0,0.039984594189858065,2.0
0,0.04732518724380943,3.0
0,0.018926374848100735,4.0
0,0.10106588489587273,4.0
0,0.07875256024009274,7.0
0,0.3273014838482665,5.0
0,0.4671283094101658,4.0
1,0.4758166370149938,1.0
0,0.26813477727417157,4.0
0,0.3761390188216568,7.0
1,0.9011777740960248,5.0
0,0.2906137448581728,3.0
0,0.23127877777503475,1.0
0,0.17698346005413915,7.0
1,0.1687709957601635,4.0
0,0.05214095182203415,1.0
0,0.08579262476691213,7.0
0,0.014340660304466442,3.0
1,0.3497608841000619,6.0
0,0.06946058605014281,4.0
0,0.06386723949057563,3.0
0,0.04203517935061601,3.0
0,0.07604034274783807,4.0
0,0.1416949821601802,6.0
0,0.3443416420701902,1.0
0,0.26369225320536305,6.0
0,0.014080732881845566,3.0
0,0.02344388279135073,7.0
0,0.11094155160550562,6.0
0,0.7225044406354499,1.0
1,0.6620010184211734,7.0
1,0.4083687656523526,4.0
0,0.3260535892430679,2.0
0,0.20528001214366895,2.0
0,0.4009039347705654,5.0
0,0.10687256683187957,7.0
0,0.04937698089881624,2.0
0,0.04490166366789898,2.0
0,0.011994863265195053,6.0
0,0.011223248047266857,3.0
0,0.46720455063515076,5.0
0,0.0496210161527039,3.0
0,0.05694072250220136,2.0
0,0.28230512956554465,3.0
0,0.4625021214682019,4.0
1,0.7888161388850439,4.0
0,0.05075872485553463,4.0
0,0.027803519423213262,4.0
0,0.4274189746879852,4.0
